"","source_desc","commodity_desc","prodn_practice_desc","util_practice_desc","unit_desc","short_desc","domain_desc","county_code","county_name","year","Value"
"1","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","043","CLARKE","2002","238"
"2","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","047","CULPEPER","2002","686"
"3","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","061","FAUQUIER","2002","1,601"
"4","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","069","FREDERICK","2002","233"
"5","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","107","LOUDOUN","2002","292"
"6","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","113","MADISON","2002","230"
"7","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","139","PAGE","2002","599"
"8","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","153","PRINCE WILLIAM","2002","279"
"9","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","157","RAPPAHANNOCK","2002","(D)"
"10","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","165","ROCKINGHAM","2002","2,268"
"11","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","171","SHENANDOAH","2002","1,527"
"12","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","179","STAFFORD","2002","283"
"13","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","187","WARREN","2002","(D)"
"14","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","015","AUGUSTA","2002","1,268"
"15","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","023","BOTETOURT","2002","(D)"
"16","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","163","ROCKBRIDGE","2002","220"
"17","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","003","ALBEMARLE","2002","(D)"
"18","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","007","AMELIA","2002","1,181"
"19","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","011","APPOMATTOX","2002","291"
"20","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","019","BEDFORD","2002","386"
"21","CENSUS","BARLEY","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","ACRES","BARLEY - ACRES HARVESTED","TOTAL","029","BUCKINGHAM","2002","28"
