"Year","County","usage_wy","usage_w","usage_c","usage_wn","usage_sp","usage_sm","usage_fa","Tmean_wy","Tmean_w","Tmean_c","Tmean_wn","Tmean_sp","Tmean_sm","Tmean_fa","TotalP_wy","TotalP_w","TotalP_c","TotalP_wn","TotalP_sp","TotalP_sm","TotalP_fa","gini_wy","gini_w","gini_c","gini_wn","gini_sp","gini_sm","gini_fa","BEA_PI_DT","DevDensity","GDP_PC_Change","withdrawal_wy","withdrawal_w","withdrawal_c","withdrawal_wn","withdrawal_sp","withdrawal_sm","withdrawal_fa","pop","DevArea"
1989,"Accomack",8095.95832810343,4771.87146981298,3324.08685829045,1567.27751976905,1775.82527927702,2782.79151499937,1890.23471821263,13.9821826724904,20.7569742065191,7.17016700915385,4.35571351182222,12.0831942713696,24.5050197227174,15.8649061977802,1321.895413097,846.783239746,475.112173351,163.70310041,338.201814019,553.891407735,291.557828941,0.838324306880863,0.838731029332642,0.824419872955384,0.781739450943257,0.799569298618847,0.826632673932594,0.843322992918186,1076.93529411766,1352.48806366048,2.1,258.002,152.07,105.932,49.946,56.592,88.682,60.238,31868,23.5625
1989,"Albemarle + Charlottesville",37901.3081666978,19776.238086339,18125.0700803588,8773.82732199589,9484.05905438236,9988.8618949729,9743.7675200897,13.0389062335452,19.7904412725792,6.25027484814286,3.61821467495556,12.0492365723804,23.3971688972826,14.1718178836923,1267.87375318,881.162190624,386.711562556,141.501004176,353.920708871,471.770845204,348.356960763,0.817932619524444,0.785203756552977,0.841577712665944,0.798662932577039,0.826999002348692,0.746061872662156,0.850981502604312,196.805042016824,1800.54679284963,2.1,4056.198,2116.453,1939.745,938.975,1014.984,1069.008,1042.778,107020,59.4375
1989,"Alexandria ",328.597233830309,153.779744240004,174.921139899167,20.4631851392521,40.4683537473696,85.4331912444468,55.7563984963758,12.6529813973096,19.7529137278962,5.51403844952198,2.53836712383333,11.3841112133152,23.5699320569565,13.9492773034066,1131.046365181,696.670083232,434.376281949,154.833203275,412.987658454,285.037525437,297.781665914,0.824489788450463,0.803591356817507,0.842646415384795,0.796711968448064,0.812967735905286,0.802888104152316,0.843218779336274,155.126890756331,3530.09523809524,2.1,36.564,17.1,19.464,2.277,4.5,9.5,6.2,111198,31.5
1989,"Alleghany + Covington",59940.5913452125,30946.1599681655,29485.2555316233,14466.1836694733,14799.641862316,15980.9391165937,14559.0529247911,11.0728596521562,17.7790339603388,4.32983823239011,1.48905337164444,10.2427866031304,21.5916609609783,12.1261285516593,1202.293064503,825.419253384,376.873811119,164.039210282,319.383619581,401.959496213,372.507647082,0.789270277768091,0.748173511802871,0.821552140058212,0.791104248741625,0.815061329138893,0.673894950727912,0.853195894423955,70.6067226890822,1179.12023460411,2.1,1530.583,777.677,752.906,369.394,371.915,401.601,365.869,25130,21.3125
1989,"Amelia",0,0,0,0,0,0,0,13.1037791528904,19.981449634929,6.1883192725989,3.59766738098889,11.961040537587,23.687397591087,14.2368633107033,1238.973045616,750.855853938,488.117191678,168.312610949,358.15162187,389.798516239,288.999659557,0.826840456661256,0.810671581899045,0.838052533784533,0.78448457175531,0.810723031646219,0.76602426372812,0.866813811629081,790.978151260516,2691.69230769231,2.1,0,0,0,0,0,0,0,8748,3.25
1989,"Amherst",191085.491321389,102356.946693895,89351.7987122061,49120.8356662934,50482.64206746,52131.8921202732,49196.3594113091,12.8984646894849,19.6106605267924,6.14938865526923,3.62107741115556,11.8831790531957,23.2392064371739,13.9895474317143,1393.505766504,968.872529558,424.633236946,162.219865446,417.140032363,510.840455153,336.152841155,0.783940612926064,0.737988796167629,0.820772951752649,0.782423426941065,0.816764369447648,0.665849745535319,0.853543723925781,377.663025210093,1309.6023054755,2.1,5460.459,2907.142,2553.317,1403.677,1433.808,1480.65,1397.275,28402,21.6875
1989,"Appomattox",5288.51449862304,2893.59974009097,2402.88352502835,1196.743884659,1420.56530214425,1378.41130604288,1476.52696556205,13.2608289161863,20.1413043654208,6.34254865679121,3.75635726658889,12.2746042531087,23.7900123523913,14.4377035187912,1362.042323433,930.443383467,431.598939966,166.181630515,402.864209245,458.333760492,355.573655283,0.826070746587279,0.791389735348381,0.853195709516466,0.79530193832527,0.841571085380878,0.72360701684327,0.87789222799236,229.888235294126,999.959390862944,2.1,65.292,35.626,29.666,14.775,17.49,16.971,18.179,12312,12.3125
1989,"Arlington",298219.272144655,209889.196025612,88330.0761190438,57626.5765210604,94405.573064305,110236.104019579,100409.469983743,12.6529813973096,19.7529137278962,5.51403844952198,2.53836712383333,11.3841112133152,23.5699320569565,13.9492773034066,1131.046365181,696.670083232,434.376281949,154.833203275,412.987658454,285.037525437,297.781665914,0.824489788450463,0.803591356817507,0.842646415384795,0.796711968448064,0.812967735905286,0.802888104152316,0.843218779336274,-525.640336134432,3112.16438356164,2.1,50813.88,35763.23,15050.65,9819.05,16085.86,18783.24,17108.87,170391,54.75
1989,"Augusta, Staunton + Waynesboro",41244.4600992468,21975.8616760077,19268.5984232391,9564.01835755799,10890.7248749055,11029.2767826618,10805.90922747,11.2383117982192,17.9699439771694,4.46969262927472,1.89596758025556,10.0820869662717,21.7806292930435,12.1912670376813,1162.567544808,813.061906242,349.505638566,139.03348858,325.379181307,432.494121185,310.363570071,0.799189940087279,0.749567495998341,0.843102595515657,0.823362704469082,0.826425876574092,0.669358343550417,0.865498972307554,851.63781512606,1344.15317667537,2.1,3981.204,2121.264,1859.94,923.186,1051.249,1064.623,1043.062,96527,71.8125
1989,"Bath",98395.7208558288,53388.1083282427,45968.4063187363,24391.3217356529,27057.0148645897,24722.8670331908,26955.2026063938,10.4187749326521,17.1245121394973,3.67619301587912,0.896960272288889,9.48684955808696,20.9529747031522,11.4016019624066,1182.071877591,800.141570662,381.930306929,163.795521502,342.651892074,391.486537735,326.765992969,0.779272956575337,0.732267034444431,0.821229580733702,0.792440684959032,0.808335971675187,0.640119697724394,0.850007800135529,-474.34957983192,1455.11111111111,2.1,492.077,262.189,229.888,121.981,132.877,121.414,132.377,4911,3.375
1989,"Bedford",20069.7816731809,8255.22128785187,11814.5603853291,3012.92984326266,3611.03873030913,4149.21631331675,4356.46886967508,12.7685841310329,19.4765138296885,6.02379767579121,3.55431532226667,11.8291940501196,23.1239039088043,13.9157870162967,1322.209519993,923.572625601,398.636894392,151.954533072,391.899606677,459.529222231,350.013663307,0.811120950598329,0.777770659560468,0.833629371376308,0.795285318341942,0.81821844382327,0.725888391466799,0.868328136530127,-50.2025210083923,1614.59760956175,2.1,1016.695,418.193,598.502,152.629,182.928,210.191,220.69,50658,31.375
1989,"Bland",13381.373004804,6760.26654269332,6621.10646211065,3362.15713621571,3620.48659538199,3369.44057027739,3385.09220517589,10.418074922274,16.6928652000328,4.10880777485714,1.51903489492222,9.64305340579348,20.376677118913,11.0775411381978,1175.484746651,800.785131113,374.699615538,180.537349799,271.987206797,404.889174339,373.527151055,0.761847151112752,0.727455824764617,0.780685494247486,0.753885822775595,0.751591930781099,0.699891329704652,0.836489023260266,455.738655462192,1692.59016393443,2.1,86.35,43.624,42.726,21.696,23.363,21.743,21.844,6453,3.8125
1989,"Botetourt",86891.5536175711,39849.1198320413,47042.4337855297,15882.1463178295,56030.563630491,8093.22512919897,6928.0927002584,12.5274864930548,19.1880645070328,5.83031189658242,3.23976068083333,11.6882603113152,22.9584969321739,13.4869872404176,1211.477847971,845.453270511,366.02457746,149.319749412,333.522244702,422.670306962,359.817047575,0.791735202838502,0.755783516750372,0.814350531546029,0.782145782993963,0.812772689696715,0.68604197015919,0.858055247091813,-755.740336134441,990.72,2.1,2152.13,986.983,1165.147,393.369,1387.765,200.453,171.595,24768,25
